Temparature,Humidity,Moisture,SoilType,CropType,Nitrogen,Potassium,Phosphorous,WaterNeeded,FertilizerName
25.23,45.43,37.13,Black,Cotton,37,3,0,43.99045335,17-17-17
30.71,56.46,43.4,Clayey,Ground Nuts,40,3,0,37.668432,14-35-14
33.8,58.42,63.96,Clayey,Sugarcane,10,2,41,33.12998624,10/26/2026
25.47,48.38,36,Black,Millets,24,0,20,44.208,10/26/2026
26.75,60.71,69.47,Red,Oil seeds,6,5,29,24.56428535,17-17-17
31.97,52.19,32.94,Black,Oil seeds,40,3,0,53.0179713,14-35-14
30.06,63.8,35.07,Red,Maize,42,0,0,61.45377766,14-35-14
25.45,53.33,23.38,Loamy,Oil seeds,39,3,0,56.878857,Urea
38.04,64.69,48.58,Clayey,Pulses,14,9,12,38.5588296,DAP
40,75.91,41.53,Red,Ground Nuts,14,0,36,59.20058265,DAP
26.7,49.6,42.38,Red,Paddy,45,0,0,74.727378,17-17-17
30.02,65.59,54.31,Loamy,Barley,6,0,13,35.2932405,14-35-14
30.26,44.92,59.46,Black,Cotton,9,1,17,32.1295716,14-35-14
24.6,42.57,45.33,Clayey,Paddy,3,12,20,51.1153566,10/26/2026
30.5,56.85,37.55,Red,Tobacco,5,14,17,68.0698755,20-20
33.02,75.26,31.06,Red,Paddy,10,0,37,89.1921591,10/26/2026
28.62,46.23,66.04,Red,Millets,10,0,12,31.425735,DAP
29.99,69.45,20,Loamy,Pulses,8,3,35,60.204,10/26/2026
25.88,62.12,69.37,Black,Maize,5,5,26,21.4388559,14-35-14
30.13,68.83,49.19,Clayey,Tobacco,20,0,25,36.99537072,20-20
34.13,72.64,46.55,Black,Tobacco,21,0,17,47.3006844,Urea
32.58,55.89,49.25,Red,Oil seeds,10,8,36,48.68777375,17-17-17
31.89,67.32,55.3,Loamy,Maize,10,18,9,39.395004,17-17-17
32.95,48.92,32.88,Black,Millets,8,17,11,55.2370752,17-17-17
35.37,75.72,32.49,Red,Oil seeds,15,1,14,61.5475168,DAP
31.8,60.45,29.67,Black,Barley,14,0,36,52.77387375,17-17-17
26.49,68.8,49.84,Clayey,Millets,13,16,11,27.5197824,28-28
38.31,61.97,48.6,Sandy,Cotton,43,4,2,58.987668,DAP
36.93,64.85,47.1,Red,Oil seeds,38,3,3,53.2060265,14-35-14
21.89,47.55,20,Clayey,Cotton,15,11,15,44.8032,17-17-17
40,75.07,38.95,Clayey,Sugarcane,17,2,18,58.7078778,17-17-17
37.05,69.76,48.65,Black,Tobacco,7,7,31,49.4796276,17-17-17
33.03,57.67,46.12,Clayey,Tobacco,11,0,13,45.1169568,DAP
30.6,60.9,57.87,Red,Wheat,8,0,14,37.4219725,Urea
32.22,60.78,34.61,Red,Sugarcane,6,11,31,78.59322185,17-17-17
32.77,60.31,32.09,Loamy,Oil seeds,35,0,0,57.9849535,DAP
29.89,52.86,50.67,Sandy,Millets,12,10,29,49.339866,Urea
35.93,68.53,36.36,Sandy,Ground Nuts,13,4,40,66.8945496,Urea
37.85,64.18,57.45,Sandy,Cotton,14,0,39,47.797266,Urea
24.66,47.81,24.37,Sandy,Ground Nuts,30,0,0,68.4436374,DAP
28.48,69.99,27.05,Black,Tobacco,40,0,0,56.6983449,DAP
35.25,55.27,39.3,Loamy,Cotton,39,0,1,56.369055,10/26/2026
32.92,51.51,35.47,Black,Pulses,22,0,20,52.31866545,28-28
39.3,71.67,43.17,Sandy,Pulses,36,3,0,63.2620194,Urea
30.2,43.41,40.91,Black,Oil seeds,11,3,38,47.16888795,Urea
32.52,64.65,24.55,Sandy,Sugarcane,21,0,24,97.3572093,14-35-14
26.39,58.76,26.14,Clayey,Sugarcane,39,0,0,56.3817696,Urea
29.87,57.28,37.3,Black,Oil seeds,17,0,32,45.76473,17-17-17
33.84,67.09,53.03,Clayey,Wheat,13,0,44,31.6145676,Urea
30.96,55.9,41.09,Red,Wheat,13,2,12,54.4133997,17-17-17
33.1,57.5,42.07,Clayey,Barley,17,0,23,40.527828,20-20
26.16,59.25,36.27,Sandy,Cotton,36,0,0,55.5942282,10/26/2026
32.22,68.32,47.1,Sandy,Tobacco,15,4,10,61.1540928,20-20
25.96,57.58,55.01,Black,Paddy,15,0,41,44.41660245,14-35-14
29.98,56.89,32.9,Loamy,Maize,36,0,0,60.1662215,Urea
26.5,52.28,28.61,Sandy,Ground Nuts,7,20,18,65.8444248,Urea
36.91,73.2,33.96,Red,Maize,11,0,11,69.69610648,28-28
34,73.7,57.78,Sandy,Maize,39,4,2,45.2252196,20-20
27.53,51.5,38.22,Sandy,Tobacco,25,0,14,70.55671392,10/26/2026
35.43,50.87,44.74,Loamy,Ground Nuts,18,0,36,52.731855,DAP
32.22,54.23,47.91,Black,Barley,7,12,25,40.93883325,17-17-17
26.65,56.41,66.61,Loamy,Wheat,14,0,13,25.0742205,14-35-14
26.9,42.45,46.23,Loamy,Wheat,8,16,11,44.4005775,20-20
30.49,55.56,64.02,Loamy,Wheat,11,0,34,29.93536,17-17-17
26.99,44.75,36.06,Sandy,Millets,12,3,16,62.6138844,Urea
26.11,58.64,22.93,Clayey,Cotton,40,2,0,44.947224,14-35-14
32.64,56.74,45.11,Red,Tobacco,34,0,3,62.97046668,Urea
28.63,63.42,48.86,Sandy,Wheat,21,0,18,46.363524,10/26/2026
22.6,60.21,36.97,Sandy,Wheat,18,3,25,49.2352542,20-20
28.97,68.66,31.32,Clayey,Paddy,39,1,1,60.6664176,17-17-17
32.04,68.28,40.21,Red,Paddy,21,3,23,78.8636079,14-35-14
25.6,54.32,31.26,Loamy,Barley,14,0,42,50.895096,Urea
28.9,60.24,35.76,Clayey,Oil seeds,40,0,0,39.9213056,17-17-17
26.66,60.4,30.09,Clayey,Oil seeds,33,2,4,40.8945536,10/26/2026
33.83,61.27,70,Sandy,Oil seeds,12,1,38,31.329,17-17-17
34.54,63.82,62.84,Clayey,Cotton,42,0,1,25.9138976,14-35-14
28.91,41.55,69.89,Loamy,Oil seeds,9,0,12,26.2092495,DAP
36.28,62.7,32.29,Clayey,Oil seeds,37,0,0,49.4066328,20-20
25.51,66.21,44.24,Black,Barley,21,2,16,34.0824636,17-17-17
24.4,60.18,37.67,Black,Pulses,42,4,0,38.5442487,DAP
32.06,46.96,51.16,Sandy,Maize,8,8,29,58.43452032,14-35-14
40,71.75,46.13,Loamy,Millets,8,4,28,50.7051375,DAP
24.3,54.99,32.02,Clayey,Barley,4,14,20,38.6697432,17-17-17
29.47,59.72,59.54,Red,Wheat,2,13,28,35.1953448,28-28
36.49,69.41,58.49,Clayey,Ground Nuts,45,2,0,29.314362,17-17-17
24.26,61.88,65.71,Clayey,Maize,6,4,10,20.39240016,DAP
27.6,56.81,32.67,Sandy,Pulses,0,14,20,62.0472882,DAP
23.84,61.45,20,Sandy,Pulses,8,12,34,64.2768,28-28
31.05,59.62,35.9,Sandy,Paddy,46,1,1,94.946202,Urea
28.51,55.73,42.73,Red,Millets,34,0,0,49.86527535,Urea
36.45,68.49,26.71,Loamy,Maize,21,1,24,71.47277445,10/26/2026
29.8,66.69,70,Clayey,Millets,11,6,30,18.3012,28-28
27.41,49.33,22.31,Loamy,Barley,30,0,0,62.2724195,28-28
30.29,48.59,52.49,Sandy,Pulses,20,2,24,49.1928042,DAP
40,69.41,43.69,Red,Ground Nuts,12,0,45,59.02667595,10/26/2026
26.52,49.7,59.42,Loamy,Barley,8,0,14,31.729502,Urea
29.97,57.71,70,Clayey,Pulses,8,7,32,19.4604,17-17-17
29.01,57.85,40.02,Sandy,Pulses,16,3,41,56.9294172,28-28
31.5,53.39,52.53,Black,Paddy,1,13,18,55.30812773,17-17-17
28.83,59.28,49.24,Sandy,Ground Nuts,33,0,0,47.5235424,14-35-14
23.87,61.85,26.36,Sandy,Paddy,44,0,4,88.5646188,14-35-14
36.75,69.93,42.63,Sandy,Millets,9,4,38,60.9510354,Urea
34.96,53.85,35.07,Sandy,Sugarcane,42,1,0,94.19537946,28-28
32.9,66.62,21.84,Clayey,Millets,39,4,2,51.5793472,17-17-17
24.66,59.3,31.83,Clayey,Cotton,37,0,0,37.9952312,14-35-14
28.78,65.76,64.46,Sandy,Ground Nuts,9,11,34,31.8495264,10/26/2026
36.61,57.83,47.58,Sandy,Barley,26,1,22,59.3216172,Urea
30.33,61.55,45.94,Sandy,Tobacco,13,0,40,62.18759664,14-35-14
24.68,45.27,47.81,Clayey,Pulses,21,0,27,32.034222,DAP
20.7,52.06,31.55,Red,Cotton,24,0,19,49.2203415,20-20
30.81,65.77,45.65,Black,Maize,11,1,11,42.36454778,17-17-17
36.75,74.94,55.55,Loamy,Tobacco,37,0,0,45.888402,20-20
29.68,55.32,30.31,Clayey,Paddy,19,1,14,68.324076,28-28
29.45,51.32,62.42,Loamy,Millets,13,1,10,31.281592,28-28
33.28,70.59,39.69,Black,Barley,10,13,14,44.10982935,Urea
28.42,49.48,38.23,Black,Oil seeds,9,11,25,45.641853,14-35-14
29.18,67.41,29.21,Red,Paddy,8,14,17,87.19965293,Urea
35.39,69.31,42.02,Black,Millets,12,8,28,44.9417475,10/26/2026
33.12,66.48,41.95,Sandy,Oil seeds,7,0,15,57.8178,10/26/2026
28.27,69.62,65.41,Sandy,Cotton,3,10,32,29.7736884,14-35-14
33.61,68.82,40.58,Clayey,Maize,13,0,39,43.30101776,10/26/2026
25.71,55.35,40.7,Clayey,Millets,40,3,0,34.984628,10/26/2026
31.15,66.9,49.75,Sandy,Cotton,14,16,15,47.54655,17-17-17
23.02,62.92,28.92,Black,Pulses,41,1,0,41.3131176,DAP
25.53,52.01,43.54,Clayey,Cotton,8,0,12,33.9008424,Urea
29.52,46.94,40.51,Red,Cotton,32,0,0,55.9961523,10/26/2026
31.28,59.63,56.79,Clayey,Maize,10,10,16,31.46362076,DAP
27.39,58.57,47.88,Black,Pulses,17,3,28,35.4131946,Urea
24.97,57.24,56.69,Sandy,Tobacco,8,0,33,44.47971648,14-35-14
34.81,77.03,58.09,Red,Pulses,36,2,0,37.39021605,10/26/2026
30.22,68.75,58.39,Sandy,Tobacco,12,9,14,45.57693096,14-35-14
27.95,52.04,60.22,Sandy,Millets,12,1,4,38.1315168,10/26/2026
36.68,59.35,46.12,Clayey,Wheat,42,0,3,40.3819824,20-20
33.98,50.38,53.63,Sandy,Maize,8,6,37,56.78303268,17-17-17
35.25,65.6,41.85,Red,Cotton,45,0,0,56.097305,28-28
21.87,46.4,37.57,Sandy,Paddy,16,1,19,79.2686196,28-28
21.66,44.54,59.31,Black,Wheat,38,4,1,26.0192205,20-20
27.7,51.81,52.3,Sandy,Maize,9,1,35,50.0532318,Urea
35.18,71.74,59.5,Black,Ground Nuts,7,0,14,30.796605,10/26/2026
31.64,58.28,29.1,Sandy,Maize,36,3,0,78.7449432,10/26/2026
30.89,46.85,55.84,Clayey,Pulses,3,19,16,31.2140544,DAP
35.7,57.43,35.8,Red,Cotton,9,10,27,65.454147,Urea
33.87,54.76,35.38,Loamy,Pulses,26,3,21,58.390632,10/26/2026
37.24,59.51,60.24,Black,Sugarcane,8,4,26,44.0653122,10/26/2026
27.81,67.33,35.83,Clayey,Paddy,25,3,19,55.4082282,10/26/2026
38.13,56.75,55.03,Loamy,Wheat,27,3,19,44.0188845,14-35-14
31.88,69.26,37.67,Loamy,Millets,3,9,27,49.321729,28-28
37.62,56.81,33.81,Clayey,Oil seeds,11,0,14,51.2760692,10/26/2026
22.41,58.55,33.15,Clayey,Millets,9,0,14,35.053466,Urea
29.65,57.73,44.42,Loamy,Cotton,13,0,11,44.705773,28-28
28.76,50.29,26.63,Loamy,Ground Nuts,15,0,13,60.4385375,Urea
23.62,54.1,36.08,Black,Tobacco,17,3,39,48.45468384,14-35-14
33.13,65.2,62.77,Black,Millets,14,3,42,28.0319562,Urea
30.05,49.6,38.88,Black,Ground Nuts,11,0,41,46.921824,DAP
20.14,55.39,34.9,Sandy,Ground Nuts,7,20,13,48.891402,17-17-17
25.12,59.64,41.7,Black,Paddy,33,2,2,55.424061,20-20
33.19,62.06,52.48,Sandy,Sugarcane,12,13,8,63.2709792,14-35-14
34.27,61.65,38.7,Loamy,Sugarcane,19,0,25,69.9000835,DAP
27.91,57.81,37.13,Clayey,Sugarcane,20,0,20,50.29071892,28-28
28.82,53.07,33.55,Clayey,Barley,2,23,13,43.115418,20-20
26.41,53.31,47.82,Red,Ground Nuts,8,0,43,43.7171867,17-17-17
30.4,55.73,55.43,Sandy,Sugarcane,34,1,0,57.66404202,14-35-14
32.51,54.93,36.01,Loamy,Paddy,21,0,18,84.03966675,17-17-17
26.68,58.71,31.63,Black,Oil seeds,24,0,23,45.53749665,10/26/2026
29.79,52.4,41.74,Sandy,Ground Nuts,24,0,20,58.2926256,DAP
27.58,61.82,63.26,Sandy,Sugarcane,15,3,39,42.555942,14-35-14
33.86,71.98,39.51,Clayey,Pulses,20,0,20,39.5507816,20-20
31.19,54.28,56.93,Black,Oil seeds,34,0,4,33.0415812,28-28
37.5,78.9,55.18,Loamy,Millets,4,10,27,38.34351,17-17-17
24.53,51.09,51.48,Sandy,Sugarcane,13,0,40,55.64438568,14-35-14
34.71,71.46,27.27,Red,Maize,38,0,0,73.64996177,20-20
28.71,61.58,39.06,Sandy,Maize,39,3,0,61.64178504,Urea
26.71,56.92,34.15,Red,Wheat,32,0,3,54.297276,14-35-14
38.54,57.01,49.61,Black,Millets,26,0,22,44.70474825,17-17-17
36.76,71.56,36.82,Clayey,Cotton,17,1,35,44.3473056,DAP
30.58,51.06,30,Loamy,Millets,10,3,9,59.941,DAP
29.48,49.92,23.52,Black,Millets,15,0,15,57.81888,14-35-14
31.21,58.81,41.61,Black,Paddy,5,5,24,65.43781898,28-28
34.58,58.18,59.64,Clayey,Ground Nuts,14,2,36,29.0818016,10/26/2026
30.13,63.29,31.12,Red,Paddy,1,14,12,89.3475198,10/26/2026
30.13,58.46,60.18,Loamy,Pulses,11,0,9,32.266146,DAP
24.63,53.02,36.99,Loamy,Sugarcane,24,1,18,59.5917075,DAP
30.44,63.3,49.43,Black,Tobacco,7,0,12,43.27193988,Urea
26.65,56.89,50.34,Black,Maize,6,15,19,36.80126307,28-28
32.06,55.75,63.43,Loamy,Wheat,41,1,0,31.5397965,10/26/2026
29.22,51.42,31.77,Loamy,Sugarcane,36,4,0,73.3806827,10/26/2026
24.12,52.17,38.96,Loamy,Barley,17,2,43,44.043412,20-20
36.74,54.42,31.68,Black,Millets,26,0,19,59.1944976,28-28
34.73,70.2,55.44,Loamy,Millets,4,5,29,37.590816,17-17-17
26.11,42.81,42.69,Black,Millets,17,0,14,41.68356885,DAP
27.48,43.68,31.29,Black,Oil seeds,38,1,0,51.4005768,DAP
24.26,56.62,34.63,Loamy,Pulses,22,0,19,45.896277,28-28
27.33,58.93,31.31,Loamy,Wheat,24,0,18,51.6514455,Urea
32.75,57.13,30.99,Red,Tobacco,8,0,36,79.19187342,DAP
24.32,64.62,26.9,Sandy,Barley,5,5,26,58.184676,14-35-14
34.22,66.2,65.25,Clayey,Paddy,8,7,32,35.58678,10/26/2026
26.56,61.21,46.73,Loamy,Barley,3,18,16,38.6287405,DAP
30.77,60.08,39.33,Black,Sugarcane,19,0,22,57.8518785,10/26/2026
28.84,59.5,20,Red,Wheat,9,0,35,68.5784,20-20
25.9,59.1,46.8,Sandy,Millets,23,0,21,46.1244,Urea
26.17,51.76,33.52,Loamy,Maize,35,0,0,55.9136688,14-35-14
27.2,62.82,65.08,Clayey,Maize,10,0,39,22.42953504,Urea
29.73,48.28,26.09,Sandy,Millets,40,3,0,75.6720144,28-28
32.31,63.38,48.51,Loamy,Maize,6,8,21,46.9707227,DAP
36.46,63.12,40.28,Black,Pulses,34,2,4,49.1041728,Urea
22.84,59.33,62.69,Clayey,Wheat,10,0,7,19.7041572,DAP
25.4,56.88,53.51,Loamy,Millets,10,9,27,33.640164,28-28
34.47,55.51,46.55,Clayey,Cotton,10,16,9,38.990706,14-35-14
24.83,57.64,41.53,Red,Tobacco,23,0,23,54.67459536,DAP
34.99,53.45,34.55,Black,Ground Nuts,5,0,11,54.93185775,28-28
35.41,55.99,30.99,Loamy,Sugarcane,14,0,34,83.27609225,20-20
35.73,68.68,38.23,Black,Oil seeds,26,0,17,48.4326216,28-28
38.03,72.22,45.56,Red,Barley,7,0,31,53.865658,10/26/2026
38.49,73.46,46.36,Loamy,Ground Nuts,3,7,30,48.4101,DAP
35.33,57.99,70,Clayey,Ground Nuts,12,4,41,21.9996,DAP
27.72,44.26,20,Loamy,Barley,11,12,30,66.648,Urea
32.64,48.78,46.52,Clayey,Barley,43,4,0,38.8863776,10/26/2026
20.18,51.57,34.03,Sandy,Tobacco,22,1,21,61.3441836,28-28
32.15,57.67,51.66,Red,Tobacco,9,15,7,54.53419092,Urea
31.33,55.22,24.37,Sandy,Cotton,12,0,35,77.187978,Urea
25.58,54.13,29.55,Black,Sugarcane,9,0,5,61.07391518,20-20
23.98,55.05,31.37,Clayey,Ground Nuts,34,1,0,38.6716324,20-20
32.63,64.09,48.36,Loamy,Barley,3,22,18,42.972226,DAP
30.75,52.41,37.5,Loamy,Maize,38,2,0,58.6403125,Urea
27.83,48.97,45.35,Loamy,Paddy,16,0,20,66.54320625,20-20
29.78,57.79,45.7,Clayey,Sugarcane,7,9,29,45.5531388,10/26/2026
27.09,53.92,37.19,Loamy,Sugarcane,22,0,28,63.0524466,DAP
26.43,60.25,35.78,Sandy,Sugarcane,15,2,36,72.86825052,20-20
27.82,48.81,25.68,Black,Pulses,44,1,0,54.3364668,17-17-17
33.4,62.87,43.1,Clayey,Millets,23,4,21,38.858148,Urea
31.47,62.21,66.18,Black,Maize,12,8,30,27.39983103,Urea
31.35,67.11,31.38,Loamy,Pulses,11,2,18,54.309299,14-35-14
26.82,51.3,34.82,Red,Barley,8,1,11,55.9172702,17-17-17
26.78,65.69,55.2,Sandy,Maize,7,7,32,41.8180224,10/26/2026
25.92,47.69,61.97,Clayey,Ground Nuts,6,3,11,23.7291988,Urea
27.58,42.95,54.69,Sandy,Sugarcane,9,0,4,59.15157066,10/26/2026
34.13,69.91,26.15,Sandy,Sugarcane,4,6,27,95.9723583,Urea
27.47,46.61,31.72,Loamy,Tobacco,8,0,14,66.8884536,17-17-17
37.79,66.43,53.61,Black,Maize,13,2,8,42.41964227,Urea
37.81,64.17,31.59,Sandy,Paddy,39,2,4,115.1771283,Urea
30.8,58.77,21.23,Sandy,Paddy,44,3,0,116.5693599,28-28
28.25,54.74,70,Red,Maize,15,8,12,28.72419,17-17-17
26.16,45.71,32.82,Clayey,Pulses,36,0,2,42.7076696,Urea
33.66,67.43,38.06,Sandy,Pulses,41,2,0,62.1419244,28-28
33.31,66.96,40.72,Red,Oil seeds,7,5,26,54.2139312,20-20
34.91,57.74,67.05,Clayey,Maize,8,16,14,26.371862,20-20
27.14,52.85,56.68,Sandy,Tobacco,11,0,13,48.56657184,17-17-17
28.7,54.12,34.2,Sandy,Oil seeds,27,0,23,63.436464,DAP
29.99,45.79,31.39,Black,Millets,18,13,9,53.77411665,10/26/2026
39.07,73.97,37.05,Loamy,Tobacco,10,10,34,68.858487,10/26/2026
25.64,57.81,39.15,Black,Pulses,9,0,41,39.63616875,10/26/2026
32.86,61.11,38.13,Black,Sugarcane,25,0,18,61.64915504,DAP
35.95,56.17,51.09,Black,Wheat,9,10,12,41.29642485,20-20
38.15,76.07,50.5,Black,Wheat,41,0,4,39.3220575,Urea
27.97,61.87,53.56,Black,Maize,9,2,28,34.48399878,20-20
32.21,69.43,39.24,Red,Wheat,12,4,40,53.2716338,14-35-14
35.52,75,62.64,Black,Maize,16,0,34,30.89843856,DAP
27.25,57.18,56.38,Clayey,Maize,11,11,28,29.13850896,Urea
34.84,55.67,20,Black,Paddy,41,0,0,99.1926,10/26/2026
38.74,72.41,27.4,Red,Pulses,11,0,38,72.892215,20-20
26.87,52.34,36.12,Black,Cotton,16,1,40,44.5965444,17-17-17
33.62,61.17,32.6,Clayey,Wheat,9,0,36,46.724376,28-28
31.47,70.69,49.36,Black,Maize,10,0,37,38.90116692,17-17-17
20.18,49.8,27.78,Red,Maize,21,0,14,57.20300652,17-17-17
27.16,55.4,35.51,Loamy,Oil seeds,44,0,2,49.412238,10/26/2026
29.22,51.72,43.95,Black,Wheat,26,0,17,41.657481,Urea
31.2,50.88,26.64,Red,Sugarcane,46,0,0,91.22521408,DAP
35.95,72.98,52.9,Clayey,Wheat,3,14,16,32.182488,20-20
38.86,75.86,37.69,Clayey,Tobacco,6,2,35,53.71022304,14-35-14
35.31,77.47,46.4,Clayey,Sugarcane,6,11,29,45.6459744,28-28
30.59,56.57,30.01,Sandy,Oil seeds,4,7,31,69.6218526,28-28
26.12,58.73,50.26,Clayey,Wheat,7,8,35,28.99842,28-28
25.49,50.89,63.63,Loamy,Tobacco,12,0,6,32.9664954,17-17-17
33.52,57.98,49.92,Black,Oil seeds,5,2,31,39.685896,DAP
31.88,52.97,49.87,Black,Cotton,26,2,22,39.37586175,Urea
33.94,55.33,48.3,Clayey,Tobacco,17,4,14,44.7755088,Urea
27.97,47.65,45.75,Black,Paddy,8,2,39,60.13897313,14-35-14
29.43,65.58,51.3,Clayey,Maize,26,0,14,32.6005592,DAP
29.37,58.44,44.49,Black,Sugarcane,28,0,21,51.64561584,10/26/2026
27.43,56.68,24.36,Clayey,Wheat,19,0,36,46.3037824,14-35-14
32.66,59.5,27,Black,Pulses,33,0,4,56.21949,DAP
25.17,43.89,65.91,Black,Ground Nuts,33,2,0,24.05236995,Urea
27.51,55.86,41.39,Black,Barley,14,0,37,40.6642041,10/26/2026
26.81,58.78,49.15,Clayey,Oil seeds,14,2,10,30.196764,28-28
29.29,69.9,43.81,Black,Maize,28,0,21,40.95897003,Urea
32.07,63.03,39.38,Sandy,Maize,42,3,0,66.115203,14-35-14
30.29,69.78,31.58,Black,Sugarcane,15,0,36,60.59090466,17-17-17
22.46,48.46,43.17,Clayey,Tobacco,17,0,23,38.56620192,17-17-17
24.89,41.79,54.45,Black,Ground Nuts,15,8,19,32.33890575,Urea
29.43,62.46,43.26,Black,Barley,0,8,30,39.6425358,28-28
40,76.58,43.4,Clayey,Pulses,16,14,19,41.526288,20-20
33.82,63.87,30.01,Black,Wheat,12,1,35,53.98643655,Urea
36.91,75,34.75,Clayey,Wheat,8,4,38,45.05904,28-28
29.11,66.22,57.05,Black,Sugarcane,15,15,14,37.74390165,28-28
37.61,71.93,31.01,Black,Oil seeds,8,2,33,55.41932205,DAP
23.97,42.57,33.9,Loamy,Ground Nuts,5,12,16,50.668955,28-28
21.48,43.69,41.22,Sandy,Oil seeds,13,3,10,50.1616764,Urea
28.56,69.25,43.73,Red,Barley,34,0,3,44.87223015,20-20
24.78,56.42,25.51,Clayey,Sugarcane,14,13,10,55.2745596,17-17-17
28.78,60.98,46.86,Clayey,Millets,18,1,13,32.7639984,20-20
25.83,42.5,60.32,Clayey,Cotton,7,3,5,25.5253504,28-28
21.27,59.98,35.59,Red,Paddy,9,1,37,66.47595075,10/26/2026
27.79,46.46,33.4,Black,Ground Nuts,13,0,38,49.36059,10/26/2026
36.34,67.59,43.01,Clayey,Oil seeds,40,0,0,40.5244492,DAP
26.57,52.98,56.7,Sandy,Tobacco,3,7,32,47.792808,20-20
27.78,57.1,42.64,Black,Barley,10,0,37,39.7556424,28-28
26.99,44.73,51.9,Sandy,Oil seeds,6,0,18,47.108178,17-17-17
29.83,64.29,45.68,Black,Sugarcane,16,0,13,49.26419316,20-20
23.56,56.69,37.04,Red,Pulses,7,0,3,47.630814,10/26/2026
31.85,62.5,31.51,Sandy,Ground Nuts,36,0,0,67.764006,17-17-17
26.79,58.42,26.41,Sandy,Oil seeds,8,11,9,65.6746596,28-28
27.02,55.09,35.69,Red,Paddy,36,0,0,81.16999193,Urea
25.4,59.23,35.65,Clayey,Paddy,38,1,0,54.969057,20-20
28.2,47.14,48.34,Black,Tobacco,37,0,0,46.21317624,17-17-17
34.32,61.36,44.53,Black,Maize,11,11,11,48.30349788,DAP
34.8,76.07,30.81,Red,Tobacco,7,0,38,74.49396702,28-28
33.52,65.3,40.12,Clayey,Ground Nuts,9,14,16,40.4261856,20-20
29.16,51.25,37.86,Red,Wheat,17,3,15,56.5253403,Urea
33.55,69.48,37.73,Clayey,Cotton,42,4,0,41.0284576,10/26/2026
35.14,68.94,36.73,Sandy,Paddy,12,0,32,97.7255766,10/26/2026
31.21,67.98,48.85,Black,Paddy,10,0,37,54.15787575,28-28
27.89,53.82,40.72,Black,Tobacco,14,0,45,50.49446688,Urea
39.78,72.13,29.77,Clayey,Maize,7,2,41,57.78215388,28-28
33.64,62.64,37.52,Red,Sugarcane,9,0,42,76.80216544,20-20
26.29,44.72,37.75,Clayey,Pulses,17,0,36,39.94956,20-20
27.42,62.2,57.15,Sandy,Millets,38,0,4,37.917108,14-35-14
32.51,53.53,45.88,Red,Tobacco,36,0,2,63.04795992,28-28
33.57,54.09,68.48,Black,Sugarcane,8,9,26,33.22559448,28-28
30.06,57.82,29.93,Sandy,Paddy,38,0,0,102.4269246,Urea
40,75.94,34.96,Red,Millets,12,2,10,65.8419432,28-28
21.36,46.46,35.37,Clayey,Cotton,23,1,21,35.9291096,DAP
30.85,62.03,23.42,Clayey,Cotton,4,10,26,49.4308584,14-35-14
32.9,63.12,47.43,Black,Barley,15,16,20,39.8564712,14-35-14
29.42,72.78,42.89,Clayey,Sugarcane,39,2,0,43.0312428,20-20
38.27,63.65,41.45,Clayey,Ground Nuts,12,4,35,44.364506,28-28
25.08,61.53,34.32,Loamy,Tobacco,16,2,38,54.6943632,10/26/2026
33.46,72.4,40.83,Red,Oil seeds,15,0,8,52.5382264,28-28
27.4,56.09,57.66,Clayey,Paddy,11,11,16,38.9976804,17-17-17
31.91,46.26,41.51,Black,Pulses,24,3,27,47.7401229,28-28
30.02,66.49,49.75,Loamy,Maize,10,0,13,42.44843625,17-17-17
26.05,51.23,34.11,Loamy,Maize,17,0,40,55.43556315,Urea
38.11,67.76,40.16,Loamy,Tobacco,12,0,45,66.3075072,14-35-14
25.82,44.33,29.18,Loamy,Tobacco,10,4,37,67.541034,Urea
25.24,43.61,39.67,Loamy,Ground Nuts,2,22,14,47.4646275,14-35-14
36.49,65.48,39.34,Red,Oil seeds,14,0,32,60.2135424,10/26/2026
23.39,59.65,40.74,Clayey,Paddy,16,0,14,47.6130396,10/26/2026
29.61,70.12,42.17,Red,Barley,14,15,13,47.1754008,14-35-14
33,55.09,52.37,Black,Pulses,17,0,37,37.91800485,Urea
32.12,68.28,42.26,Red,Barley,8,17,20,50.874714,14-35-14
33.34,73.86,48,Clayey,Ground Nuts,7,4,29,33.176,10/26/2026
29.17,64.55,46.56,Sandy,Barley,23,1,20,48.7789632,10/26/2026
24.82,45.77,51.47,Clayey,Cotton,23,2,24,29.7993612,17-17-17
27.19,46.21,27.99,Loamy,Sugarcane,28,0,16,76.08396575,14-35-14
34.5,63.22,50.73,Loamy,Ground Nuts,44,0,1,43.057053,28-28
31.98,45.3,30.75,Loamy,Pulses,36,0,0,63.232175,Urea
31.31,58.21,49.13,Clayey,Oil seeds,8,20,21,33.9872644,20-20
31.7,73.98,42.06,Loamy,Pulses,7,9,31,44.271954,Urea
30.25,60.34,33.5,Sandy,Barley,27,1,28,64.10334,20-20
38.47,55.14,50.1,Red,Ground Nuts,13,0,41,54.544193,20-20
35.84,62.15,67.16,Sandy,Millets,3,9,26,35.7056184,28-28
26.29,62.82,38.28,Red,Barley,8,14,16,48.3187364,20-20
35.77,67.17,42.53,Black,Maize,13,1,32,50.04226112,10/26/2026
27.14,68.62,46.27,Sandy,Wheat,9,0,39,45.1138572,DAP
32.99,70.55,34.22,Loamy,Paddy,23,0,20,79.6316235,14-35-14
